idcvlac,nombre,activa
0000688258,Genomica,Si
0000688258,bioinformatica,Si
0000419370,Teleducación,No
0000419370,Tecnologías de la información,No
0000419370,Informática Biomédica,No
0000419370,Bioética,No
0000419370,E-Learning,No
0000419370,Bioinformática,Si
0001419229,Bioinformatica - Proteomica,Si
0001419229,Inmuno informatica,Si
0001419229,Metagenomica,Si
0000688240,Informática médica,Si
0000688240,Minería de datos,Si
0000688240,Web Semántica,Si
0000241016,Marcadores moleculares aplicados a la biodiversidad,No
0000241016,Genética de poblaciones,No
0000241016,Política y Legislación (Acceso a recursos genéticos en Colombia),No
0000241016,Evolución Molecular y Genética de poblaciones,Si
0000241016,"Conocimiento tradiccional, fauna de cacería",No
0000241016,Biología Computacional,Si
0001478172,Toxicologia Genetica y Citogenetica,Si
0001478172,Bioinformática,Si
0000532584,"Biología Molecular, Genómica y Bioinformática",Si
0000532584,Genómica y Bioinformática,Si
0001277812,Zoologia,Si
0001277812,BIOINFORMATICA,Si
0001277812,BIOLOGIA MOLECULAR,Si
0001277812,METAGENOMICA,Si
0001277812,Educación -Pedagogia,Si
0001277812,ECOLOGIA,Si
0001604342,tratamiento de aguas residuales,Si
0001604342,Gestión y educación ambiental,Si
0001604342,"Cambio climático, Adaptación y mitigación",Si
0001391774,"1-Salud ambiental
2-Vigilancia Epidemiologica
3-Agentes Toxicos
4-Pruebas de Citotoxicidad y genotoxicidad",Si
0000215899,Salud Pública,Si
0000215899,ihibición por Fotosíntesis,No
0000215899,Inmunología y Biología Molecular de los Papilomavirus Bovino,No
0000215899,Economia Solidaria,Si
0000215899,Universidad y Contexto,Si
0000215899,Desarrollo de Semilleros de Investigación,Si
0001372883,Microscopía Electronica,Si
0001372883,Nematodos y Hongos entomopatógenos,Si
0000842532,CANCER DE CERVIX CANCER DE MAMA,Si
0000531600,Metabolismo Fisiologia microbiana Ciencias omicas,Si
0000531600,Genómica y Bioinformática,Si
0000531600,Microbiología Aplicada,Si
0000531600,Uso y valoracion de la biodiversidad,No
0000531600,Formacion en Investigacion,No
0000451479,Computación Científica,Si
0000451479,High Performance Computing,Si
0000451479,Biomedicina Computacional,Si
0000451479,Vacunología,Si
0000451479,Ingeniería de Proteínas,Si
0000451479,Bioinformática,Si
0000451479,Inmunologia Molecular,Si
0000451479,Computacion masivamente paralelizada en GPU,Si
0000451479,Algoritmia de Sistemas Complejos,Si
0001345845,Mutagenesis y teratogenesis ambiental,Si
0001345845,Neurotoxicologia y Neurofarmacología de origen vegetal,Si
0001345845,Bioinformática,Si
0001345845,Epigenética,Si
0001459330,Comunicación para la ciudadanía,Si
0001459330,Etnoeducación,No
0001566206,Comunicación para la Ciudadania,Si
0001566206,Semillero de investigación,Si
0001566206,Auxiliar de investigación,Si
0001083546,Gestión y Planificación de la comunicación,Si
0001083546,Comunicación para el cambio social,Si
0001083546,Educación virtual,Si
0001357378,formacion,No
0000889970,Comunicación para la ciudadanía,Si
0000889970,Miembro del Comité Asesor de las revistas para educadores de circulación internacional El Animador y El Acontista,No
0000889970,Coordinador Área de Educación,No
0000889970,Realización de informes políticos y económicos sobre Colombia,No
0000889970,Comunicación y territorio,Si
0000184454,Creación Audiovisual y Narrativas Sociales,Si
0000552410,Culturas mediáticas,Si
0000036701,Buen vivir,Si
0000036701,Periodismo Cívico,Si
0000028478,Comunicación para la ciudadanía,Si
0001425427,Psicología Social,Si
0001425427,Sociología del trabajo,Si
0000081967,Desarrollo Humano y social,Si
0000081967,Estudios Psicoanalíticos,Si
0000081967,Psicología de la salud - Pediatría,No
0001527667,Construcción del conocimiento matemático,Si
0001527667,Construcción de Conocimiento en Contextos Culturales Específicos,Si
0001626313,Cognición y Educación,Si
0001626313,Desarrollo humano y social,Si
0000431974,pedagogia,Si
0000431974,linea de investigacion en psicologia aplicada,Si
0001341044,"Estética, memoria e imagen",Si
0001341044,"estética, memoria, imagen",No
0000143202,Construcción de saberes y procesos de formación,Si
0000143202,Desarrollo humano y social,Si
0000166590,Estudios del desarrollo humano y social,Si
0000843962,Psicología de la Salud,Si
0000843962,Estudios en Desarrollo Humano y Social,Si
0001462814,"Tecnología, desarrollo y discapacidad",Si
0001462814,"Evaluación, Tecnologías y Cognición",Si
0001295683,Subjetividad y cultura,Si
0001295683,Salud mental,No
0001295683,Psicoanálisis y filosofía,Si
0001295683,Representaciones sociales,No
0001295683,Clínica y Subjetividad,Si
0001295683,"Cognición, Subjetividad y Cultura",Si
0001674093,FORTALECIMIENTO DE LOS MECANISMOS DE GESTIÓN INTEGRAL DEL RECURSO SUELO PARA LA PRODUCCIÓN AGRÍCOLA SOSTENIBLE EN EL DEPARTAMENTO DEL CAUCA,No
0001674093,Grupo Cognoser,Si
0000456535,Justicia Restaurativa,Si
0000456535,Representaciones Sociales,No
0000456535,Conflictos y justicia restaurativa,Si
0000202436,"Evaluación, Tecnologías y Cognición",No
0000202436,Desarrollo Cognitivo,Si
0000202436,Formación académica,Si
0000202436,Bibliometría,Si
0000202436,Desarrollo de la Racionalidad científica en el niño,Si
0000202436,Historia Psicología,Si
0000523534,Desarrollo humano y social,Si
0000320560,ESTUDIOS DE DESARROLLO HUMANO Y SOCIAL,Si
0000320560,"Procesos y actores en la construcción de lo público y lo privado. Imaginarios, Representaciones y Discursos",Si
0000040926,Construcción de saberes y procesos de formación,Si
0000040926,Estudios del Desarrollo Humano y Social,Si
0000130665,Desarrollo Humano y Social,Si
0000130665,Estudios del desarrollo humano y social,Si
0000915203,Desarrollo Humano y Social,Si
0001582638,Lineas de Investigación Programa de Psicología,Si
0001649369,Desarrollo humano y social,Si
0000792900,Neurociencias y neurodesarrollo,Si
0000792900,cognicion y desarrollo del pensamiento,Si
0000025623,ASPECTOS PSICOSOCIALES DEL TRABAJO COMO ACTIVIDAD ECONÓMICO PRODUCTIVA,Si
0000638013,Derechos Humanos,Si
0000638013,Derechos Humanos,No
0000638013,Desarrollo Humano y Social,Si
0001541550,Literatura comparada de género,Si
0001541550,Cognición y Dificultades de Aprendizaje,No
0001541550,Historeo,Si
0001541550,Desarrollo Humano y Social,Si
0001541550,Salud Mental y Cuidado Preventivo,No
0001388799,Ser Cultura y Movimiento,No
0001388799,Educación y Subjetividad,Si
0001388799,Uso de las Tic y Competencias,Si
0001388799,Educación y Psicología,Si
0001388799,Educación Pedagogía y Currículo,No
0001388799,Estudios del Desarrollo Humano y Social,Si
0000001408,Gestión y Finanzas,Si
0000001408,Administración y de las Organizaciones,Si
0000001408,"Gestión de las organizaciones, Innovación  y Prospectiva",Si
0000001408,Crecimiento y desarrollo económico,Si
0000401749,MERCADEO,Si
0000401749,DESARROLLO DE LAS ORGANIZACIONES,Si
0000077068,Finanzas,Si
0000077068,Administración y de las Organizaciones,Si
0000435724,Comportamiento del Consumidor,Si
0000435724,Nuevas Herramientas para la Realización de Investigaciones de Mercado,Si
0001472165,Estudios socioeconómicos,Si
0001472165,Prospectiva,No
0001472165,Planeación y Direccionamiento Estratégica,Si
0001414661,FINANZAS,Si
0001414661,Administración y organizaciones,Si
0000077067,ADMINISTRACIÓN Y DE LAS ORGANIZACIONES,Si
0000404691,"Administracion, propectiva y desarrollo",Si
0000404691,Desarrollo de las Organizaciones,Si
0000001371,Administración y de las Organizaciones,Si
0000077065,Administración y de las Organizaciones,Si
0000013480,Síntesis de materiales cerámicos,Si
0000013480,Propiedades eléctricas de los materiales cerámicos,Si
0000013480,"Síntesis, procesamiento y caracterización de materiales Ferroeléctricos",Si
0000013480,Física de la Materia Condensada,No
0000192635,Remediación medioambiental  utilizando nanopartículas,Si
0000192635,Tecnología de Materiales,Si
0000192635,Materiales Cerámicos,Si
0000192635,Procesamiento y propiedades de los Materiales,Si
0000523127,Ciencia y tecnologia de los materiales ceràmicos,Si
0000499218,Física estadística y transiciones de fase,Si
0000499218,Física de la materia condensada,Si
0000527092,"Propiedades electricas, mecanicas, ópticas y magnéticas de los materiales ceramicos",Si
0000527092,Sintesis y proesamiento de los materiales cerámicos,Si
0000527092,FUNCIONALIZACIÓN DE ARCILLAS MONTMORILLONITA,Si
0000522341,Ciencia y tecnologìa de los Materiales cerámicos,Si
0000522341,Electroceràmicos,Si
0000527084,Materiales Nanoestructurados,No
0000939900,Materiales laminares tipo hidroxisales de Zinc,Si
0000939900,Materiales funcionales,Si
0000939900,Caracterizacion de Materiales,Si
0000939900,Polimeros funcionalizados,Si
0001035576,MAteriales Biocerámicos,Si
0001035576,Materiales Electrocerámicos,Si
0001035576,Recubrimientos,Si
0001035576,"Sintesis, Conformacion y Procesamiento de Materiales",Si
0000707813,Small Angle X-ray Scattering (SAXS) of Magnetic Colloids,Si
0000707813,Propiedades térmicas de biopolimeros,Si
0000707813,Caracterización magnética de materiales,Si
0000707813,Materiales nanoestructurados,Si
0001527513,CIENCIA DE MATERIALES,Si
0001343748,sintesis conformado y procesamiento de materiales,Si
0000904465,materiales cerámicos,Si
0001374314,Desarrollo de nuevos Materiales,Si
0000544752,sintesis de Alúmina a partir de caolin,Si
0000544752,CIENCIA Y TECNOLOGÍA DE MATERIALES,No
0000544752,CIENCIA Y TECNOLOGÍA DE MATERIALES,Si
0001506207,Síntesis y Procesamiento Cerámico,Si
0001506207,Biosíntesis de óxidos metálicos,Si
0001506207,Nanomateriales,Si
0001506207,Tecnología de Materiales,Si
0000055801,Materiales cerámicos,Si
0000942421,Materiales compósitos cerámicos magnetoeléctricos,No
0001343741,sisntesis conformado y procesamiento de materiales,Si
0000012580,Educación en Ingeniería,Si
0000012580,Enseñanza de las ciencias naturales,Si
0000012580,Síntesis de materiales cerámicos (Alúmina),Si
0000012580,"Doctorado en Educación - Area Formación de sujetos, saberes y sentidos - línea : Enseñanza de las ciencias y la tecnología",Si
0001365695,Síntesis de Procesamiento Cerámico,Si
0001365695,Propiedades de los Materiales,Si
0001365695,Ciencia de Materiales,Si
0000988391,Materiales electrocerámicos,No
0000988391,Obtención de nanopartículas,No
0000988391,Conformado de películas gruesas,No
0000988391,Síntesis y procesamiento cerámico,No
0000988391,"Preparación de muestras, en película, para Microscopía Electrónica de Transmisión",No
0000988391,Optimización en el conformado de películas gruesas para su aplicación en sensores de gas,No
0000988391,Caracterización de materiales cerámicos en polvo,No
0000988391,"Preparación de muestras, en película, para Microscopía Electrónica de Transmisión por medio de adelgazamiento iónico",No
0000988391,Circuitos electrónicos,No
0000988391,Desarrollo de un sistema de medición de la caida de presión en el núcleo del reactor,No
0000988391,Hidraúlica,No
0000988391,Aleaciones para compresión térmica de Hidrógeno,Si
0000988391,Fisicoquímica de Materiales,Si
0000720798,Procesamiento Digital de Imágenes,Si
0000720798,Caracterización Fisicoquímica de materiales,Si
0000720798,Materiales Cerámicos,Si
0000177008,Ciencia y Tecnología de Materiales Cerámicos,Si
0000177008,Enseñanza de las Ciencias Naturales,Si
0001382405,Síntesis y Procesamiento cerámico,Si
0001382405,Propiedades de los materiales,Si
0001382405,Remediación ambiental,Si
0001382405,Sensores de gases,Si
0000534250,Proyecto de circuitos integrados,No
0000534250,Materiales compuestos,Si
0000534250,Materiales cerámicos avanzados,Si
0000534250,Procesamiento de materiales por medio de energias no convencionales,Si
0000534250,Síntesis de materiales cerámicos,Si
0000169506,CIRUGIA,Si
0001466434,Cáncer de Tiroides,Si
0001841420,Politicas públicas,Si
0001841420,Salud Pública,Si
0000047255,Microeconomia,Si
0000047255,Migración,Si
0000047255,Econometría,Si
0000047255,Macroeconomía,Si
0000047255,Mercado Laboral,Si
0000027968,Comercio y Economía internacional,Si
0000027968,Dinámica productiva y laboral regional,Si
0000027968,Economía regional,Si
0000027968,Conflicto armado,Si
0000027968,Mercado laboral,Si
0000027968,Acceso a la tierra y Conflicto armado,Si
0000027968,Derechos sexuales y reproductivos,No
0000027968,Economía y Género,Si
0000702269,Realismo científico,Si
0000702269,Filosofía de la ciencia - Kuhn,Si
0000702269,Husserl y la ciencia,Si
0000702269,Epistemología de las Ciencias humanas,Si
0000127780,Filosofias de la alteridad,Si
0001441499,Inconmensurabilidad,Si
0001441499,Relativismo,Si
0001441499,Cambio de las teorías científicas,Si
0001441499,Epistemología de la ciencia,Si
0001441499,Debate realismo - anti-realismo,Si
0001441499,Filosofía General de la Ciencia,Si
0001587294,ETOLOGÍA Y FILOSOFÍA,Si
0001412898,Filosofia de la ciencia,Si
0001412898,Conocimiento social en la infancia,Si
0001412898,Pedagogía,Si
0001412898,TIC y Educación,Si
0000210625,Literatura escrita por mujeres,Si
0000210625,Literatura colombiana,Si
0000210625,Literatura comparada,Si
0000210625,Pedagogìa,Si
0000210625,LITERATURA Y CIUDAD,Si
0000210625,Didáctica de la literatura,Si
0000037632,Fenomenología y Ciencia,Si
0000037632,Administración en Salud,Si
0000037632,Educación,Si
0000037632,Salud Pública,Si
0000037632,Políticas Públicas,Si
0001350169,Lenguas y cognición,No
0001672613,FENOMENOLOGÍA Y CIENCIA,Si
0001672613,MOTRICIDAD Y DESARROLLO HUMANO,Si
0001828753,ciencias del deporte,Si
0000156785,Silvicultura,Si
0000156785,Sistemas de Información Geográfica y sensores remotos,Si
0001258230,Manejo y recuperación de ecosistemas naturales,Si
0001258230,Silvicultura y Manejo Forestal,Si
0001258230,Reforestación y restauración de tierras forestales,Si
0001258230,Control de Calidad,Si
0000176597,Semillas forestales nativas,Si
0000176597,Restauración Ecológica,Si
0000684686,Ecofisiologia,Si
0000684686,Ecología de Bosques Tropicales,Si
0000684686,Dendrocronologia,Si
0000684686,Ecología de Bosques Templados,Si
0000399116,Durabilidad y Proteccion de la Madera,Si
0000399116,Biotecnología de Hongos,Si
0000399116,Ciencia y Tecnología de Hongos,Si
0000399116,Sistematica Vegetal,No
0000399116,Biodiversidad nativa,Si
0000399116,Biodeterioro de la madera,Si
0000061425,Lingüística descriptiva,Si
0000061425,"Lengua páez, cultura y cosmovisión",Si
0000061425,"Modalidad, modalización y procesos epistémicos",Si
0000061425,Educación y linguística,Si
0000061425,"Lengua, cultura, conflicto y entendimiento intercultural",Si
0000061425,"Lengua, cultura y educación",Si
0000061425,Teoría lingüística,Si
0000061425,Lingüística comparativa,Si
0000061425,Fonética acústica,Si
0000061425,Semántica,Si
0000061425,Sintaxis,Si
0000177784,Recuperación de la Memoria Colectiva de la gente negra de la región de Tierradentro,No
0000177784,Etnoeducación,No
0000015270,Construcción de la alteridad,Si
0000069450,Cultura universitaria,No
0000069450,Cultura escolar y procesos de socialización política,No
0000069450,Cultura profesoral y formación docente,No
0000069450,Evaluación educativa,No
0000069450,Etnoeducacion,Si
0001237012,Descripción Linguística,Si
0001237012,Documentación lingüística,Si
0001237012,Sociolingüística,Si
0001237012,"Lenguas, culturas y educación",Si
0000873764,"Estudios sobre fiesta, nación y cultura",Si
0000873764,Género y Poder,Si
0001668721,Estudios sociales sobre el deporte,Si
0001455981,Psicología social crítica,Si
0001455981,Pueblos indígenas y ciudad,No
0001455981,Narrativas y memoria histórica,Si
0001455981,"Etnicidad, conflicto y memoria",Si
0000134864,Movilidad humana,Si
